source	target
Ar	Car5a
Rara	Ucp1
Nfic	Gabra6
Ets1	Dntt
Epas1	Ikbkg
Cebpb	Pck1
Nfkb1	Ccl3
Arnt	Serpine1
Nfic	Pomc
Sp1	Cd34
Rara	Tgm1
Nfic	Il5
Creb1	Rdh16
Ets1	Prtn3
Jun	Bcl3
Ar	Nfkb1
Creb1	Ccnd2
Jun	Tesk1
Rarg	Lgals12
Arnt	Cdkn1a
Sp3	Ptger2
Cebpa	Pparg
Rarg	Tgfbr3
Rxra	Pdpk1
Rarb	Tgm1
Stat1	Myc
Creb1	Tgm1
E2f1	Mbd1
Creb5	Aqp2
Trp53	Ptgs2
Ets1	Il12b
Jun	Bdkrb1
E2f1	Tsg101
Myc	Eif4e
Tfap2a	Hgf
Jun	Mapk3
Ets1	Cdh5
Ar	Aldh1a1
Ar	Aurkaip1
Mapk12	Tnf
Etv4	Sgpp1
E2f1	Vmn1r40
Sp1	Scd2
Tcf7l2	Ccnd2
Jun	Fasl
Mapk1	Tnf
E2f1	Pcna
Ar	Cyp7a1
Hoxa1	Pax3
Sp3	Pcyt1a
Rfxap	H2-Ob
Ets1	Csf2
Ar	Hoxa4
Nfkb2	Traf6
Cebpa	Ccl3
Sp4	G6pd2
Arnt	Nos2
Tfap2a	Man2b1
Arntl	Per2
Sp1	Akr1b7
Ets1	Nr2f2
Nfic	Nefm
Rxra	Me1
Stat5b	Socs3
Esr1	Mogs
Rarb	Fas
Cebpa	Csf3r
Atf1	Ccnd3
Nfkb1	Wt1
Creb1	Trf
Rarb	Tgfbr3
Sp1	Cbx2
Nr1d1	Arntl
Jun	Egr2
Cebpa	Csrp2
Nfkb1	Mmp2
Rxra	Cyp8b1
Pparg	Egr1
Lef1	Birc5
Rara	Sh2d3c
Trp53	Fas
Rarb	Mdk
Sp1	Penk
E2f2	Cldn9
Tfap2a	Sparc
Nfic	Alb
Ep300	Eno1
Sfpi1	Csf3r
Crebbp	Nppa
E2f1	Sf3a2
Stat3	Socs5
Ar	Hoxa5
Hoxb1	Epha2
Mybl2	Sftpa1
Rxrg	Cyp4a10
Ep300	Pfkfb2
Trp53	Cdc25c
Trp53	Prodh
Foxo3	Cdkn1b
Smad1	Id2
Crebbp	Pfkfb4
Gli1	Ptch1
Cebpb	Krt10
Sp1	Syn2
Rarb	Tgm2
Hif1a	Vegfa
Ep300	Cdkn2b
Epas1	Pdgfb
Cebpd	Saa3
Gli1	Wnt11
Sp1	Pcyt1a
Mybl2	Col1a1
E2f3	Ccne2
Egr1	Met
Sfpi1	Itgam
Hif1a	Plaur
Rela	Il6
Pou2f1	Parp2
Trp53	Hras1
Hoxa1	Cd47
Cebpa	Myc
Cebpa	Slco1b2
Arnt	Hk3
Ets1	Il3ra
Myc	Cdk6
Nfic	Hgf
Rxra	Cyp27a1
Lef1	Ccnd2
Lef1	Jun
Trp53	Egfr
Tfap2a	Csf2
Sfpi1	Elane
Egr1	Srf
Jund	Jun
Cebpd	Scgb1a1
Trp53	Tyr
Max	Cdk6
Jun	Nat2
Nr1h4	Ostb
Hoxc8	Eef1b2
Creb1	Chgb
Smad2	Gnrhr
Erg	Cdh5
Rxrb	Acsl1
Jun	Gnrhr
Esr1	Pgr
Pparg	Senp2
Creb1	Thbs1
Nfkb1	Ces2c
Fos	Figf
Myb	Raf1
Mapk10	Il6
Creb1	Il2
E2f1	Dync1li2
Myd88	Ifna1
Rbpjl	Ptcra
Usf1	Gabbr1
Nr3c2	Atp1b2
Tfap2a	Ckmt1
Ppara	Ucp3
Mapk1	Il23a
Pparg	Plin1
Tfdp2	Myc
Creb3l3	Bdnf
Ar	Tgm2
Trp53	Chek2
Rxra	Hmgcs2
Nfkb2	LOC100041504
Rarb	Flii
Mapk13	Il1b
E2f1	Ckb
Jun	Acp5
Sp1	Fgl2
Ets1	Vwf
Ppara	Aurkaip1
Ppara	Acox2
Ppard	Fabp3
Arnt	Pgf
Pparg	Ucp2
Myb	Gstm1
Hif1a	Flt1
Jun	Th
Ets1	Wap
Ets1	Ebi3
Atf1	Tcra
Lef1	Fosl1
Rfxank	H2-Eb1
Sp1	Mmp28
Rxra	Acadm
Sp1	Tagln
Rarg	Tgm1
Ar	Bcl2
Rxra	Dbi
Rxrg	Gyk
Ppara	Acsl1
Usf1	Ren1
Mapk3	Il1a
Rxra	Cyp4a31
Cebpa	Il12b
Pml	Jup
Usf1	Cryaa
Etv4	Mmp3
Creb3l2	Pcna
Ppara	Acox3
Tfap2a	Gpc3
Arnt	Pfkfb2
Myd88	Il12b
Rela	Traf1
E2f2	Crim1
Nr3c2	Kras
Jun	Rdh1
Esr1	Lgals12
Hoxc8	Plagl1
Ar	C4a
Sp1	Sstr2
Creb1	Pck1
Rxrb	Gyk
Nfkb1	Ugcg
LOC100047997	Bdnf
Jun	Sdc4
Nfkb1	Il12a
Bcl3	Nfkb1
Sp1	Chga
Tfap2a	Hpgd
E2f2	Vmn1r229
Stat2	Ccnd2
Ep300	Epo
Stat4	Socs1
Ets2	Tie1
Sp1	Cyp26a1
Cebpa	Orm2
Creb3	Bcl2
Nfkb1	mmu-miR-146a-5p
Trp53	Atm
Creb3l3	Mitf
Tfap2a	Kit
Etv4	Gba
Sp1	Plat
Sp3	Fas
Fos	Vegfa
Jun	Nfatc1
Rxrg	Adipoq
Ets1	Kdr
Usf2	Mxi1
Egr1	Ache
Creb3l2	Bcl2
Jun	Cxcl2
Sp1	Sfpi1
Rxra	Acox3
Ets1	Fli1
Pparg	Pex11a
Trp53	Siah1a
Rela	Cebpg
E2f1	Ranbp1
Ppara	Pltp
Ppara	Cyp4a31
Nfkb1	Il18
Jun	Nos2
Usf1	Myoc
E2f1	Nsdhl
Arnt	Nos3
Rfx5	H2-Ea-ps
Rxra	Fads2
Nfkb1	Il2ra
Nfkb1	Bcl2a1d
Pax6	Gck
Myb	Rara
Hoxa1	Nkx2-5
Stat1	Ccnd1
Rxra	Cpt2
Esr1	Tnfsf11
Gli3	Wnt16
Tfap2a	Mt3
Pax3	Myod1
Sfpi1	Ptgs2
Sp1	Ccnd3
Epas1	Tgfb3
Pparg	Acsl5
Tfap2a	Rgn
Mapk9	Il12b
Jun	Ppara
Arnt	Ldha
Tfap2a	Lhcgr
Trp53	Thbs1
Tfap2a	Mapk3
Myd88	Ifna11
Jun	Ifi205
Ets1	Ncdn
Ppara	Ehhadh
Tcf7	Jun
Etv4	Psen1
Etv4	Cdk1
Jun	Klf4
Tfap2a	Apex1
Atf1	Osgep
Jun	Apoc3
Sp1	Nes
Jun	Ccnd3
Rxrg	Fabp1
Jun	Nacc1
Fos	Vegfb
Jun	Hfe
Cebpg	Retn
Stat3	Trh
Ppard	Angptl4
Ep300	Vegfa
Sp1	Ckmt1
Atf1	Hspa5
Rela	Bcl2l1
E2f2	Rabggtb
Stat3	Tnfrsf8
Hif1a	LOC100048117
Mapk3	Il12a
Arnt	Gapdh
Mapk10	Il12b
Tfap2a	Psen1
Jun	Vim
Pou2f1	Fgl2
Tcf7l2	Fosl1
Trp53	Cd82
Myc	Vegfa
Rela	Xiap
Tfap2a	Sdc4
Vdr	Trpv6
Atf1	Nudt1
Ppara	Hsp90ab1
Pou2f1	Prrx1
Pparg	Paqr7
Tcf7	Mmp7
Rxra	Slc27a1
Myc	Pgf
Usf1	Cebpa
Nr3c2	Atp1a1
Egr1	Lhb
Rxrb	Cpt1a
Hif1a	P4ha1
Sp1	Tapbp
Mapk10	Il1b
Cebpa	Neurl1a
Mapk12	Il1a
Creb3l2	Npy
Etv4	Gpx5
Cebpb	Saa3
Stat3	Myc
Pou2f1	Cdx2
Smad3	Acta2
Stat2	Pim1
Hoxa4	Hoxa4
E2f1	Hoxa4
Jun	Apoa1
Ets1	Atp2a3
Hoxa1	Epha2
Cebpa	Nos2
Sp1	Fst
Brca1	Gadd45a
Myc	Cdc25a
Jun	Egr1
Creb5	Bcl2
Creb1	Galr1
Relb	Icam1
Hif1a	Figf
Gli3	Wnt8b
Gli2	Wnt8a
Atf2	Fosb
Smad1	Id1
Rela	Il2
Rela	Il12b
Sp1	Pkd1
Usf1	Ceacam2
Creb1	Nr3c1
Cebpe	Nol3
Atf1	Tgfb2
Stat6	Ccnd2
E2f1	Fbxl21
Vdr	Slc34a2
E2f2	Lactb2
Rela	Nos2
Atf2	Crh
Smad7	Col1a1
Nr3c2	Fxyd2
Rxrg	Cyp4a30b-ps
Crebbp	Edn1
Tfap2a	Crx
Rxra	Ehhadh
Pparg	mmu-miR-148b-3p
Sp1	Cdkn2b
Mapk14	Il12a
Esr1	Abca1
Hoxa11	Ctsl
Rxrb	Cyp8b1
Hoxa1	Ctsl
Rfx5	H2-Eb1
Rarg	Fli1
Tfap2a	Ccl17
Creb1	Per1
Irf3	Cxcl11
Creb3l2	Fos
Nfyb	H2-DMb1
Creb1	Il6
Atf1	Apex1
Jun	Prdx6
Trp53	Fdxr
Mapk3	Il6
Creb1	Crh
Myb	Eif2ak2
Nr3c2	Atp1b4
Sos1	Spry1
Pparg	mmu-miR-205-5p
Jun	Jun
Atf2	Mcl1
Jun	Fos
Crebbp	Pdk1
Hif1a	Bcl2
Pparg	Scd1
Myb	Kit
Sp1	Prdx3
Myb	Upp1
Hif1a	Vegfb
E2f1	Psmb9
Tfap2a	Cacna1e
Jun	Gzmb
Nfkb1	Ptgs1
Sp1	Mapk1
Crebbp	Nos3
Rxra	Acsbg2
Nfkb2	Ccl21c
Nfkb1	Gdnf
Ar	Nkx2-1
Jun	Ly9
Smad6	Map3k7
Ppara	Cyp4a12b
Cebpb	Sod2
Relb	Ccl21a
Trp53	Trp63
Gli3	Wnt11
Nfia	Mbp
Jun	Mmp1a
Trp53	Igfbp3
Creb3l2	Crh
Mapk8	Il1a
Etv4	T
Hif1a	Gapdh
Sos2	Ccnd1
Smad9	Id2
Nr0b2	Slco1b2
Sp1	Ccnd2
Ets1	Zfp354c
Rxrg	Cpt1c
Sos1	Bcl2l1
Crebbp	Ldha
Smad3	Gast
Hif1a	Eno3
Myb	Hhex
Pou3f1	Hmgb2
Creb5	Npy
LOC100047997	Arc
Crebbp	Fasl
Atf1	Yy1
Nfic	Igfbp5
Sp3	C1qtnf3
Rxra	Cyp4a14
Rxrb	Nr1h3
Gli1	Wnt4
Ppara	Slc27a1
Stat4	Ccnd1
Stat1	Ccnd3
Stat6	Il1r1
E2f1	Dhfr
Tcf7l2	Mitf
Ets1	Elane
Myb	Nol3
Mapk3	Nos2
Myc	Mmp1b
Usf2	Rps14
Pparg	Scd2
Tfap2a	Krt10
Tfap2a	Vegfa
Hif1a	Mmp2
Hif1a	Tgfb2
Sp1	Muc2
Rela	Bcl2a1c
Sp3	Reck
Rfxap	H2-Aa
Ep300	Angpt4
Ets1	Sgpp1
Nfkb1	Il6
Trp53	Hipk1
Hif1a	Nos2
Sp1	Epor
Hoxa1	Anxa1
Rxrg	Acsbg1
Stat5a	Pim2
Trp53	Ccnd1
Lef1	Myc
Trp53	Sfn
Gli2	Myf5
Nfkb1	Zfp354c
Tfap2a	Flii
Pparg	Acsl3
Atf6b	Crh
Ets1	Flii
Sp1	Tgfb3
Stat5b	Socs5
Creb1	Fosb
Creb3	Fos
Creb5	Fosb
Erg	Vwf
Sp1	Srf
Rxrg	Cyp4a31
Sp1	Dffb
Pparg	Bcl2
Sp1	Cox4i1
Gli2	Gli1
Atf1	Fos
E2f1	Igf2
Nfyc	H2-Ab1
Pax1	Mmp21
Cebpa	Fabp4
Sp1	Yy1
Creb1	Stat3
Trp53	Cables1
Ppara	Cyp4a32
Gli2	Wnt7b
Nfkb2	LOC100862177
Sp3	Mmp9
Trp53	Upp1
Myc	Mmp2
Smad2	Col5a1
Arntl	Rorc
Elk1	Birc3
Nr0b2	Slco1a1
Rarg	Grip1
Egr1	Fgfr3
Atf6	Atp2a2
Creb5	Bdnf
Stat4	Socs7
Tfap2a	Madcam1
Wt1	Nr0b1
E2f1	Trmt2a
Sp1	Mertk
Sp1	Ren1
Hif1a	Car9
Stat3	Socs7
Pou5f1	mmu-miR-302c-3p
Creb1	Mcl1
Trp53	Polk
Smad2	Acvr1b
Myb	Hdc
Ppara	Dbi
Rela	Cxcl10
Rxrg	Cpt1a
Hoxa1	Zfp192
Hoxa4	Th
Rarb	Pcp2
Nfic	Sgca
Sos1	Ccnd1
Nfyc	H2-Ea-ps
Sos2	Spry2
Smad3	Cebpd
Hif1a	Abcb1b
Stat5b	Ccnd3
Sp1	Myc
Nfic	Col1a2
Ep300	Vegfb
Arnt	Eno1
LOC100047997	Crh
Trp53	Ddit4
Creb1	H2-Ab1
Egr1	Spint1
Sp1	Gyg
Creb3l3	Npy
Ppara	Hmgcs2
Pax6	Mmp9
Pax6	Iapp
Sfpi1	Mrc1
Crebbp	Trf
Rxrg	Acox2
Sp3	Gpd2
Jun	Krt12
Rarb	Cryab
Tfap2a	Ptma
Sfpi1	Fcgr1
Arnt	Flt1
Hif1a	Tgfa
Mapk3	Il18
Usf1	Col1a1
Smad7	Col5a1
Tfap2a	Ptx3
Trp63	Ssrp1
E2f1	Lrrc25
Rfxank	H2-Ob
Myc	Slc2a1
Gli2	Gli2
Nfic	Omp
Creb1	Aqp2
Nfkb1	Trp53-ps
Trp53	Steap3
Stat3	Socs1
Sp3	Six5
Nfkb1	Cebpg
Ar	Cyp27b1
Pou2f1	Il5
Ar	Mmp3
Foxo1	Pck1
Rfxap	H2-Eb1
Rxra	Acsl6
E2f1	Olfr808
Tfap2a	Sat1
Creb3l2	Fosb
Myc	Hmga1
Ep300	Cdkn1b
Rela	Bcl2a1d
Myc	Gapdh
Jun	Fgl2
Gli1	Wnt5a
Tcf7l2	Myc
Nfic	Myh11
E2f1	Adh7
Rxrb	Acsbg2
Myc	Bcat1
Ar	Srd5a2
Sp1	Brca1
Hif1a	Plod1
Stat1	Cxcl11
Esr1	Slc8a1
Sp3	Dnmt1
Hoxc8	Tagln
Rela	Olfr54
Nfic	Apoc3
Etv4	Fgfr4
Rxrb	Pck1
Myc	Emp1
E2f1	Vmn1r227
Ar	Nfkbia
Tfap2a	Ncan
Ar	Cryab
Nfic	Apoa1
Sp1	Col7a1
Cebpa	Cpt1a
Rxrg	Pck2
Stat5b	Bcl2l1
Crebbp	Tfrc
Irf7	Ifna14
Pax6	Crybb1
Cebpb	Il12b
Wt1	Slc22a8
Jun	Gstm1
Creb1	Chga
Rxra	Scd1
Sp1	Mdh1
Sp1	Csrp2
Ppard	Acox1
Sp1	Fasl
Arnt	Hk2
Lef1	Rag2
Sp1	Ifngr2
E2f1	Lsm2
Stat4	Socs2
Trp53	Expi
Atf2	Arc
Jun	Aanat
Creb1	Brca2
Tfap2a	Sigmar1
Stat3	Pim1
Trp53	Mmp2
Trp53	Aqp3
Hsf1	Hspa1a
Cebpg	Csf3
Jup	Ppard
Ets1	Mmp9
Creb3l4	Bdnf
Sp1	Ccl2
Tfap2a	Cited1
Stat3	Ccnd3
Gli3	Myf5
Creb3l1	Mcl1
Rfxap	H2-DMb2
Ar	Scarb1
Rbpjl	Hes5
Stat1	Socs2
Sfpi1	Rb1
Nfkb2	Cxcl12
Hif1a	Egln1
Smad3	Gnrhr
Gli3	Wnt2b
Gli1	Hhip
Sos2	Spred1
Arnt	Trf
Rela	Ifnb1
Ppara	Scd2
Nfkb2	Birc7
Rxrg	Scd4
Rela	Ccnd1
Rela	Bcl2
Myc	mmu-miR-141-3p
Crebbp	LOC100048117
Hoxa5	Vim
Etv4	Ldb1
Stat6	Ighg1
Mapk9	Jun
Sp2	Pcyt1a
Tfap2a	Plk1
Nfkb1	Fasl
Pparg	mmu-miR-103-3p
Myb	St6galnac1
Trp53	Pten
Trp53	Fkbp3
Jun	Ttr
Rela	Nol3
Trp53	Cdkn1b
Crebbp	Serpine1
Usf1	Chrna7
Hoxa1	Myl1
Rara	H1f0
Creb3l3	Fosb
Nfic	Mdh1
Cebpa	Rhob
Ets1	Pf4
Sp1	Pou5f1
Tcf7l1	Fosl1
Myc	Ptma
E2f1	Zfp169
Gli2	Wnt11
Sp4	Slc9a2
Nfic	Cyp2a5
Mapk13	Nos2
Nfkb1	Il12b
Creb1	Nr4a1
Trp53	Bbc3
Tcf7	Mitf
Egr1	Galk1
Hnf1a	Foxa3
Hnf1a	Hnf4g
E2f1	Bsg
E2f1	Vmn1r229
Ppard	Cpt1a
Rxrg	Hmgcs2
Nfkb1	Nos2
Ar	Sh2d3c
Sfpi1	Acp5
LOC100047997	Fosb
Rarg	Fas
Nfic	Wap
E2f1	Vmn1r42
Atf2	Pparg
Nfkb1	Ebi3
Sfpi1	Cd72
LOC100047997	Pcna
E2f2	Igh-VJ558
Max	Ccnd1
Rela	Casp8
Pax5	Vpreb1
Rxrg	Acox3
Sp1	Cd14
Usf2	Acp5
Mapk9	Tnf
Etv4	Ccnd2
Rxrg	Dbi
Nfic	Ldhc
Atf6b	Arc
Hoxc8	Gas1
Egr1	Nol3
Nfyb	H2-Ob
Sp1	Col1a1
Nfkb1	Fas
Nfkb1	Pax8
Nfkb1	Rdh16
Myd88	Ifna13
Atf1	Brca2
Rxrg	Cyp8b1
Tcf7	Fosl1
Pou2f1	Pou2af1
Jun	Rdh7
Ets1	Sh2d1a
Foxo3	Fasl
Nfkb1	Ptger2
Esr1	Ltf
Nfic	Slc2a4
Cebpb	Mmp13
Creb1	Plau
Tfap2a	Hsd17b1
Tfap2a	Fli1
Creb3	Arc
Wt1	Nr5a1
Creb1	Myod1
Nfkb1	Il4
Ddit3	mmu-miR-708-5p
Sp2	Mt3
Rxra	Mmp1b
Smad3	Itga5
Cebpa	Krt10
Rxrb	Apoa5
Nfkb1	Ccl4
Usf2	Myoc
Ppara	Scd3
Cebpe	Sfpi1
Elk1	Ccnd3
Creb1	Barx2
Fosb	Fos
Mybl2	Pla2g4a
Trp63	Ddit4
Rela	Nfkbia
Rxrb	Acox2
E2f2	Vmn1r40
Usf1	Mt1
Rxrg	Me1
Tfap2a	Gfap
Ppara	Scd4
Rxrg	Fabp3
Myb	Ptgs1
Gli3	Wnt2
Trp53	Ccnb1
Sp3	Ccl2
Sp1	Acta1
Myb	Igbp1
Ppara	Acadm
Sp1	Hck
Pparg	Scarb1
Ppara	Abcc2
Smad3	Ctnnb1
Trp53	Ccng1
Ar	Nr2c1
Creb1	Slc20a1
Sp1	Ggh
Arnt	Vegfc
Usf2	Hgf
Foxo1	Pck2
Pou2f1	Cited1
Stat1	Il2ra
Nfyc	H2-DMb2
Trp53	Siah2
Trp53	Shisa5
Max	Cdk4
Nfkb1	Sh2d3c
Ar	Med1
Hoxc13	Krtap16-1
Hoxb1	Hoxb1
Rxrg	Apoa1
Rxrb	Cyp4a32
Smad3	Cdk2
Myc	mmu-miR-429-3p
Tfap2a	Syn2
Hoxc8	Ly6f
Hif1a	Casp9
Jun	Cftr
Rfxap	Cd74
Esr1	Nr0b2
Sp3	Mmp28
Hif1a	Cxcl12
Rara	Mdk
Sp1	Nqo2
Nr1h4	Abcb4
Pparg	Fabp5
Pou2f1	Nr3c1
Ets1	Ggh
Hif1a	mmu-miR-322-3p
Myb	Myc
Rxra	Apoc3
Nr3c2	Atp1a3
Pparg	Lpl
Trp53	Gdf15
Trp53	Erbb2
Jun	Ncan
Nfic	Clu
Rela	Vegfc
Rxrb	Acadl
Mitf	Tyrp1
Sp3	Tubb4b
Stat1	Casp4
Tlx1	Aldh1a1
Mapk13	Il23a
Sp1	Grin2b
Esr1	Prl
Rxrg	Scp2
Mapk11	Il12a
Sp3	Slc9a2
Stat1	Socs7
Rxrb	Acox1
Sp1	Rel
Sfpi1	Slc11a1
Rbpjl	Myc
Rxrb	Ucp1
Sp3	Fgl2
Nfic	Csf1
Sfpi1	Il12b
Sp3	Bax
Tcf7l1	Ccnd2
Vdr	Slc8a1
Rara	Ncoa2
Gli1	Gli1
Cebpb	Nupr1
Ar	Ngfr
Nfkb1	Cxcl10
Mapk1	Il12b
Arnt	Tfrc
E2f2	Olfr1378
Nr0b2	Cyp7a1
Ppara	Acsbg2
Usf1	Tyms
Cebpa	Per2
Hoxc8	Sgpp1
Stat2	Socs1
Ets1	Prf1
Rxrb	Gk2
Stat1	Ccnd2
Sfpi1	Fli1
Sp3	Psap
Jun	Plau
Epas1	Flt1
Rxrg	Apoa5
Ets1	Itgav
Hif1a	Egf
Sp1	Neurl1a
Pparg	Fabp2
Ar	Crisp1
Ets1	Itga3
Smad3	Slc2a1
Rxrg	Sorbs1
Rara	Scd1
Smad4	Id1
Tfap2a	Htt
Jun	Star
Rxra	Cyp4a10
Rxrg	Cyp4a14
Mapk11	Il12b
Sp1	Setdb1
Tfap2a	Pax8
Cebpa	E2f1
Ep300	Serpine1
Usf2	Gabbr1
Stat6	Socs1
Pax2	Crhr1
Jup	Ccnd1
Mapk11	Il18
Trp53	Irs3
Rbpjl	Fcer2a
Tcf7l1	Ccnd1
Crebbp	Gapdh
Arnt	Slc2a1
Fos	Ccnd1
Atf2	Pcna
Mapk8	Tnf
Ar	Gpx5
Nfic	Crygc
Creb1	Pdha2
Sp1	Ccnd1
Rela	Il18
Ar	Tgm1
Hif1a	Nos3
Rxrb	Cpt1b
Mapk11	Il23a
Sp3	G6pd2
E2f2	Adh7
Rara	Psmc5
Stat5b	Ccnd1
Usf2	Chrna7
E2f1	Apex1
Nfkb1	Rel
Mapk3	Ccnd1
Tfap2a	Crygc
Nr0b2	Slco1a4
E2f1	Trp53-ps
Sp1	Dhfr
Ar	Apoa2
Gli1	Wnt6
Jun	Ccnd2
Pparg	Cd36
Creb1	Cacna1s
Tal1	Epb4.2
Egr1	Thbs1
Stat5b	Socs1
Creb5	Pcna
Pparg	Scd4
Cebpa	Dlx3
Pparg	Acox1
Npas2	Cry1
Crem	Star
Trp63	Cdkn2a
Pou2f1	Prkar1b
Pou2f1	Fgf4
Stat4	Ccnd2
Rela	Pgf
Rarb	Ucp1
Npas2	Bhlhe40
Rela	Pcna
E2f1	Rps7
Stat3	Hsp90ab1
Trp53	Mapk3
Creb3l1	Fosb
Hif1a	Ptgfr
Sp3	Gcgr
Arntl	Cry1
Myc	Odc1
Stat6	Ncoa3
Stat6	Myc
Nfic	Sftpb
Rara	Chat
Lef1	Ppard
Cebpb	Ptgs1
Gli2	Wnt10a
Gli3	Shh
Jun	Spp1
Creb1	Dbh
Rxrb	Cyp4a30b-ps
Wt1	Egr1
Tfap2a	Il7r
Hif1a	Ctsd
Jun	Tnf
Pdx1	Nkx6-1
Smad3	Nkx3-1
Sp3	Gpx4
Gli3	Gli3
Trp53	Hic1
Creb3l3	Pdyn
Myb	Gstm2
Hif1a	Trp53-ps
Stat3	Il6
Nfkb1	Ccnd1
Sp1	Cd24a
Stat3	Crip2
Gli2	Bmp4
Ep300	Aldoa
Tcf7	Ppard
Creb3	Mitf
Usf2	Slc2a5
Sos1	Spred3
Jun	Col1a1
Sfpi1	Ltf
Cebpb	Orm1
Atf4	Pdyn
Trp53	Wrn
Stat1	Cxcl9
Gli2	Wnt4
Tfap2a	Plat
Myc	Dffb
Crebbp	Pfkfb2
Sp1	Col4a1
Mapk3	Cdk4
Creb3l1	Aqp2
Nfkb2	Traf2
Cebpd	C3
Atf6b	Pcna
Rxrb	Cyp4a12b
Creb3	Mcl1
Gli3	Wnt7b
Pou2f1	Sfpi1
Stat6	Socs3
Esr1	Egr1
Myb	Ptgs2
Rxra	Acadl
E2f2	Fzd1
Rela	Tnf
Trp53	Apaf1
Rara	Lamb1
Gli1	Wnt5b
Stat2	Socs3
Nr1h4	Abcb11
Rara	Nkx2-1
Pou5f1	mmu-miR-302a-3p
Stat6	Pim1
Hif1a	Ppara
Pparg	Pck2
E2f3	Ccne1
Tfap2a	Erbb2
Ets1	Ecm1
Hoxa1	Hoxb1
Gli3	Ptch1
Pax6	L1cam
Cebpb	Col1a1
Esr1	Grip1
Pou2f1	Nos2
Pou2f1	Bdkrb1
Ar	Psmc5
Irf7	Ifna2
Pparg	Slc27a4
Jun	Nrf1
Rela	Vegfa
Rarb	Rqcd1
Gli2	Wnt3a
Tfap2a	Ckm
Relb	Myb
Sp1	Slc26a2
Stat6	Il6
Tfap2a	Fgfr3
Tfap2a	Pkd2
Nkx2-2	Ins1
Runx1t1	Csf1r
Pax6	Cryaa
