source_entrezID	target_entrezID
3355109	326273
38028	42391
35653	43767
35816	35759
34595	34595
3772715	34352
43446	32537
44728	43952
31016	37602
40388	33226
40384	42504
33392	37149
42034	31789
43170	33920
38078	43952
36565	40587
35653	32855
35034	49260
40358	38565
40087	39844
42594	44339
38156	43441
33255	32762
43751	32166
34172	3772329
40170	41836
43767	32169
34875	326128
42034	41840
44965	46415
32113	35364
39753	43514
39744	35560
43559	43560
42297	35197
43476	42000
42549	33262
40330	40232
34411	34250
42000	35816
34610	36364
31846	41942
36080	41193
34881	42445
36794	36612
41952	40589
37069	38565
36606	48317
45830	32169
32631	32981
40657	41942
41151	41836
35422	44339
41103	41102
41704	34896
36952	31221
43017	36057
32050	40170
38565	36382
36329	40224
38327	38565
44289	43532
36953	38655
35113	37429
43767	41565
37731	34548
39753	53577
37774	42854
35169	43176
42661	35759
37247	252554
43809	42940
39203	48071
50003	41153
32979	43764
35381	32205
37528	3355124
31269	41193
38327	39212
38327	41151
41704	43767
37731	40173
37542	37035
33441	31405
33262	38489
47080	38752
43441	31361
35478	34884
38327	40693
41860	41860
39083	38937
35851	48844
33977	43017
33262	38160
39744	36956
42034	44791
36993	34066
33458	34505
43808	36544
35742	35151
32787	40966
34875	35113
31016	36460
53428	37429
34328	36390
40141	41850
43791	31151
3355109	33736
38327	38327
38197	40260
43017	34187
39408	38229
35113	43788
41911	41498
32090	34119
35793	40201
32762	40134
39844	31166
31027	35381
37798	31571
39375	41955
42161	31016
41911	31518
35113	53428
35933	40542
36539	39244
33934	42297
33976	41296
38958	33937
33837	37798
35046	33979
31773	41836
34172	53428
36110	41871
32965	39765
43080	34119
3772329	37429
36460	36298
3772329	32166
31581	40336
41458	42028
36018	34359
38044	34610
39034	33934
43765	32534
43529	53428
32534	32534
33262	44039
32852	40386
42464	44339
31607	42845
38248	2768981
35113	326128
32195	37237
34172	37429
34908	41602
33652	43399
48317	38327
36854	32551
41085	42313
32965	32792
42034	35422
43751	36390
